slot_id,text,speaker_id,split,target_label,target_issue,audio_filename,notes
proto_0439,请帮我练习,s039,val,unclear,unclear,data/audio/proto_0439.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0440,我喜欢普通话,s040,test,timing_issue,timing_issue,data/audio/proto_0440.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0441,你好,s041,train,good,,data/audio/proto_0441.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0442,谢谢,s042,train,good,,data/audio/proto_0442.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0443,朋友,s043,train,good,,data/audio/proto_0443.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0444,我很好,s044,train,tone_issue,tone_issue,data/audio/proto_0444.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0445,我要吃饭,s045,train,initial_issue,initial_issue,data/audio/proto_0445.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0446,我要喝水,s046,train,final_issue,final_issue,data/audio/proto_0446.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0447,我想吃饭,s047,train,unclear,unclear,data/audio/proto_0447.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0448,请再说一遍,s048,train,timing_issue,timing_issue,data/audio/proto_0448.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0449,今天很好,s049,val,good,,data/audio/proto_0449.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0450,明天见,s050,test,good,,data/audio/proto_0450.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0451,老师你好,s001,train,good,,data/audio/proto_0451.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0452,我学习中文,s002,train,tone_issue,tone_issue,data/audio/proto_0452.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0453,这个很难,s003,train,initial_issue,initial_issue,data/audio/proto_0453.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0454,请慢一点,s004,train,final_issue,final_issue,data/audio/proto_0454.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0455,我听不懂,s005,train,unclear,unclear,data/audio/proto_0455.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0456,现在几点,s006,train,timing_issue,timing_issue,data/audio/proto_0456.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0457,我要去学校,s007,train,good,,data/audio/proto_0457.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0458,你说得很好,s008,train,good,,data/audio/proto_0458.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0459,请帮我练习,s009,val,good,,data/audio/proto_0459.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0460,我喜欢普通话,s010,test,tone_issue,tone_issue,data/audio/proto_0460.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0461,你好,s011,train,initial_issue,initial_issue,data/audio/proto_0461.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0462,谢谢,s012,train,final_issue,final_issue,data/audio/proto_0462.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0463,朋友,s013,train,unclear,unclear,data/audio/proto_0463.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0464,我很好,s014,train,timing_issue,timing_issue,data/audio/proto_0464.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0465,我要吃饭,s015,train,good,,data/audio/proto_0465.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0466,我要喝水,s016,train,good,,data/audio/proto_0466.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0467,我想吃饭,s017,train,good,,data/audio/proto_0467.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0468,请再说一遍,s018,train,tone_issue,tone_issue,data/audio/proto_0468.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0469,今天很好,s019,val,initial_issue,initial_issue,data/audio/proto_0469.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0470,明天见,s020,test,final_issue,final_issue,data/audio/proto_0470.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0471,老师你好,s021,train,unclear,unclear,data/audio/proto_0471.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0472,我学习中文,s022,train,timing_issue,timing_issue,data/audio/proto_0472.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0473,这个很难,s023,train,good,,data/audio/proto_0473.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0474,请慢一点,s024,train,good,,data/audio/proto_0474.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0475,我听不懂,s025,train,good,,data/audio/proto_0475.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0476,现在几点,s026,train,tone_issue,tone_issue,data/audio/proto_0476.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0477,我要去学校,s027,train,initial_issue,initial_issue,data/audio/proto_0477.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0478,你说得很好,s028,train,final_issue,final_issue,data/audio/proto_0478.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0479,请帮我练习,s029,val,unclear,unclear,data/audio/proto_0479.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0480,我喜欢普通话,s030,test,timing_issue,timing_issue,data/audio/proto_0480.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0481,你好,s031,train,good,,data/audio/proto_0481.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0482,谢谢,s032,train,good,,data/audio/proto_0482.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0483,朋友,s033,train,good,,data/audio/proto_0483.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0484,我很好,s034,train,tone_issue,tone_issue,data/audio/proto_0484.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0485,我要吃饭,s035,train,initial_issue,initial_issue,data/audio/proto_0485.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0486,我要喝水,s036,train,final_issue,final_issue,data/audio/proto_0486.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0487,我想吃饭,s037,train,unclear,unclear,data/audio/proto_0487.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0488,请再说一遍,s038,train,timing_issue,timing_issue,data/audio/proto_0488.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0489,今天很好,s039,val,good,,data/audio/proto_0489.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0490,明天见,s040,test,good,,data/audio/proto_0490.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0491,老师你好,s041,train,good,,data/audio/proto_0491.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0492,我学习中文,s042,train,tone_issue,tone_issue,data/audio/proto_0492.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0493,这个很难,s043,train,initial_issue,initial_issue,data/audio/proto_0493.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0494,请慢一点,s044,train,final_issue,final_issue,data/audio/proto_0494.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0495,我听不懂,s045,train,unclear,unclear,data/audio/proto_0495.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0496,现在几点,s046,train,timing_issue,timing_issue,data/audio/proto_0496.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0497,我要去学校,s047,train,good,,data/audio/proto_0497.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0498,你说得很好,s048,train,good,,data/audio/proto_0498.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0499,请帮我练习,s049,val,good,,data/audio/proto_0499.wav,Record one clean take for good slots; record the named learner issue for issue slots.
proto_0500,我喜欢普通话,s050,test,tone_issue,tone_issue,data/audio/proto_0500.wav,Record one clean take for good slots; record the named learner issue for issue slots.
